Bordeaux  (2518,2023)  (2453,2013)  (2454,2092)  (2524,2102)  (2583,1969)  (2518,1958)  (2589,2112)  (2595,2034)  (2411,1948)  (2389,2140)  (2459,2157)  (2524,2167)  (2591,2177)  | overflowToLeft=false
SZ 88  (3116,5746)  (3051,5810)  (3051,5745)  (3180,5811)  (3116,5681)  (3181,5681)  (3181,5746)  (3049,5680)  (2986,5864)  (2986,5799)  (3245,5811)  (3246,5632)  (3246,5697)  (2984,5734)  (2984,5669)  (2921,5864)  (2921,5799)  (3310,5762)  (3310,5827)  (3311,5632)  (3311,5697)  (2919,5734)  (2919,5669)  | overflowToLeft=false
SZ 87  (5217,5533)  (5152,5597)  (5152,5532)  (5281,5598)  (5217,5468)  (5282,5468)  (5282,5533)  (5150,5467)  | overflowToLeft=false
Rize  (5479,2526)  (5414,2573)  (5527,2461)  (5544,2526)  (5411,2508)  (5424,2425)  (5609,2493)  | overflowToLeft=false
SZ 82  (3777,2905)  (3712,2969)  (3712,2904)  (3841,2970)  (3777,2840)  (3842,2840)  (3842,2905)  (3710,2839)  (3647,3020)  (3647,2955)  (3645,2890)  (3645,2825)  | overflowToLeft=false
SZ 81  (2759,2534)  (2694,2598)  (2694,2533)  (2823,2599)  (2759,2469)  (2824,2469)  (2824,2534)  (2692,2468)  | overflowToLeft=false
SZ 80  (3833,319)  (3768,383)  (3895,384)  (3841,254)  (3703,403)  (3839,189)  | overflowToLeft=false
SZ 86  (5949,4899)  (5884,4963)  (5884,4898)  (6013,4964)  (5949,4834)  (6014,4834)  (6014,4899)  (5882,4833)  (5819,5020)  (5819,4955)  (5817,4890)  (5817,4825)  | overflowToLeft=false
SZ 85  (4930,4871)  (4865,4935)  (4865,4870)  (4994,4936)  (4930,4806)  (4995,4806)  (4995,4871)  (4863,4805)  | overflowToLeft=false
SZ 84  (5491,4413)  (5426,4477)  (5426,4412)  (5555,4478)  (5491,4348)  (5556,4348)  (5556,4413)  (5424,4347)  (5490,4542)  (5425,4542)  (5361,4477)  (5361,4412)  (5360,4542)  (5359,4347)  | overflowToLeft=false
SZ 83  (4742,3161)  (4677,3216)  (4677,3151)  (4806,3226)  (4807,3097)  (4612,3226)  (4612,3161)  (4871,3162)  (4871,3227)  (4872,3097)  | overflowToLeft=false
Strasbourg  (2303,5808)  (2238,5872)  (2238,5807)  (2367,5873)  (2368,5782)  (2368,5708)  (2302,5680)  (2285,5937)  (2225,5652)  (2367,5643)  (2209,5587)  (2324,5578)  | overflowToLeft=false
Tula  (5135,976)  (5070,1003)  (5070,938)  (5199,1041)  (5200,943)  (5005,987)  (5307,954)  (5309,1081)  (5372,923)  (5372,988)  (5374,1062)  (5396,1127)  (5437,868)  (5437,933)  (5439,1060)  | overflowToLeft=false
Denmark  (3084,699)  (3074,764)  | overflowToLeft=false
Chikapa  (3719,5090)  (3783,5155)  (3718,5020)  (3716,5158)  | overflowToLeft=false
Rhineland  (2245,4914)  (2180,4897)  (2309,4979)  (2244,4979)  (2245,4849)  (2310,4904)  (2166,4832)  (2374,4785)  (2320,5044)  (2255,5044)  (2231,4784)  (2296,4784)  (2379,4850)  (2164,4767)  (2370,4720)  (2229,4719)  (2294,4719)  (2164,5122)  (2229,5161)  (2365,4655)  (2194,4654)  (2259,4654)  (2164,5187)  (2294,5200)  (2229,5226)  (2360,4590)  (2194,4589)  (2259,4589)  (2309,5265)  (2244,5291)  (2381,5323)  (2290,5356)  (2381,5388)  (2381,5453)  | overflowToLeft=false
